NOMBRE1,NOMBRE1_0,NOMBRE2_0,NOMBRE1_3
JIN,10,2,12
KAROLL,10,2,12
LANDER,10,2,12
LELVIS,10,2,12
MARCEDES,10,2,12
MAXI,10,2,12
OSBEL,10,2,12
PENNY,10,2,12
ROVER,10,2,12
SANTINA,10,2,12
SUELEN,10,2,12
TELSA,10,2,12
WALDY,10,2,12
ADREANA,11,1,12
BERA,11,1,12
BEXA,11,1,12
BREDY,11,1,12
CATI,11,1,12
CEBASTIANA,11,1,12
CESIAH,11,1,12
CHIRLEY,11,1,12
DERIK,11,1,12
DILVIA,11,1,12
DIMPNA,11,1,12
DIPNA,11,1,12
EDWUAR,11,1,12
ELLIN,11,1,12
ELOYDA,11,1,12
ENNIO,11,1,12
EROL,11,1,12
FRANKLING,11,1,12
GENESIS,11,1,12
GENNI,11,1,12
GLEDIN,11,1,12
HARLES,11,1,12
HARLING,11,1,12
HENY,11,1,12
HERICK,11,1,12
HERSAN,11,1,12
JOLVIN,11,1,12
KEILYN,11,1,12
KESIA,11,1,12
LARA,11,1,12
LUANY,11,1,12
MAICOL,11,1,12
MARYSABEL,11,1,12
MELKI,11,1,12
MILTA,11,1,12
NIMIAN,11,1,12
NOLVER,11,1,12
NUZZLY,11,1,12
OLBER,11,1,12
PERVIS,11,1,12
REDY,11,1,12
RUDIN,11,1,12
TERLIN,11,1,12
WILDRIN,11,1,12
ALDER,12,0,12
ANNI,12,0,12
ASTRI,12,0,12
BELVIN,12,0,12
BELZA,12,0,12
CILIAN,12,0,12
CIRIAN,12,0,12
CLEIMER,12,0,12
DANNIA,12,0,12
DEIVIS,12,0,12
DENCY,12,0,12
DENYA,12,0,12
DESMAN,12,0,12
DUNNIA,12,0,12
ELDYN,12,0,12
ELKE,12,0,12
ERMENEJILDO,12,0,12
EYMI,12,0,12
GERMIN,12,0,12
GEYDY,12,0,12
GIEZI,12,0,12
GLENA,12,0,12
GREDIS,12,0,12
GREVY,12,0,12
HAIDY,12,0,12
HAYDY,12,0,12
HEIBY,12,0,12
INDA,12,0,12
INNA,12,0,12
JADY,12,0,12
JAMIE,12,0,12
JARMIN,12,0,12
JEMNY,12,0,12
JHIMY,12,0,12
KERLY,12,0,12
KILBER,12,0,12
KRISTHIAN,12,0,12
LENDIS,12,0,12
LESMA,12,0,12
LESMY,12,0,12
LESNIA,12,0,12
LUDVIN,12,0,12
MA.DE,12,0,12
MARIA DE,12,0,12
MIGDA,12,0,12
NELCIN,12,0,12
NEYBI,12,0,12
NILTON,12,0,12
NORLYN,12,0,12
ROSAFA,12,0,12
ROXI,12,0,12
SELVIS,12,0,12
SEYLI,12,0,12
SIRLE,12,0,12
SUCY,12,0,12
TIODOLINDA,12,0,12
WILFREDIS,12,0,12
WILMOR,12,0,12
YENCI,12,0,12
YERRY,12,0,12
YIRA,12,0,12
YOLMA,12,0,12
ZEIDY,12,0,12
ZUANY,12,0,12
ALCINO,0,11,11
ALDUVY,0,11,11
AQUELI,0,11,11
DE LA CONCEPCIO,0,11,11
DEL   ROSARIO,0,11,11
DELOS ANGELES,0,11,11
ELZABETH,0,11,11
EXELINO,0,11,11
GEANETH,0,11,11
JARETH,0,11,11
LISEHT,0,11,11
LISSETHE,0,11,11
LIZETTH,0,11,11
LUIS ALBERTO,0,11,11
MARIBET,0,11,11
RONAEL,0,11,11
RUBIT,0,11,11
V,0,11,11
YAKELI,0,11,11
YAMILED,0,11,11
YAMILLETH,0,11,11
YAMITETH,0,11,11
YUSETH,0,11,11
ADONAIS,1,10,11
ANALBERTO,1,10,11
ANIVETH,1,10,11
DARIBEL,1,10,11
DONAEL,1,10,11
ESTIBEN,1,10,11
FERRER,1,10,11
GUISSELL,1,10,11
JEACQUELINE,1,10,11
JEHOVANNY,1,10,11
JEOBANI,1,10,11
KARYNA,1,10,11
MATA,1,10,11
MIDEY,1,10,11
ODANY,1,10,11
ODIEL,1,10,11
OMELDA,1,10,11
ORISTILIA,1,10,11
PARTICIA,1,10,11
QUINTO,1,10,11
SOLIS,1,10,11
SULIBETH,1,10,11
TEREZA DE JESUS,1,10,11
UCLIDES,1,10,11
VALOY,1,10,11
YAHIR,1,10,11
YAMILEP,1,10,11
YOHELI,1,10,11
YOLIBETT,1,10,11
YOSSELYN,1,10,11
ZONEIDA,1,10,11
ABERTO,2,9,11
ADITH,2,9,11
BETH,2,9,11
BORJAS,2,9,11
DANERYS,2,9,11
DULCE NOMBRE,2,9,11
EDALY,2,9,11
EDELMI,2,9,11
EMILENIA,2,9,11
ENOCH,2,9,11
FERMELI,2,9,11
FERNELIS,2,9,11
HIBRAN,2,9,11
IONE,2,9,11
ISTMENIA,2,9,11
JONELY,2,9,11
LEONARDY,2,9,11
LEONIE,2,9,11
LORELLY,2,9,11
MABELI,2,9,11
MUSA,2,9,11
OLIBAR,2,9,11
OMED,2,9,11
ONELLY,2,9,11
ORLANY,2,9,11
OVIEDO,2,9,11
PING,2,9,11
SOFIO,2,9,11
YOSANA,2,9,11
ABACU,3,8,11
ABIUD,3,8,11
ADONIZ,3,8,11
ALDENIA,3,8,11
ARACIL,3,8,11
ARAMINDA,3,8,11
ARCENY,3,8,11
ASAHEL,3,8,11
ASUNSION,3,8,11
DAMELIA,3,8,11
DIVAN,3,8,11
EBILIO,3,8,11
ELCENORA,3,8,11
ELIBET,3,8,11
ELIONOR,3,8,11
ESMELINA,3,8,11
IDALIS,3,8,11
IDETH,3,8,11
IOLANY,3,8,11
JANELL,3,8,11
JELSOMINA,3,8,11
LINOR,3,8,11
MARILUD,3,8,11
MIRABEL,3,8,11
ORFANIA,3,8,11
OSORIO,3,8,11
OVAN,3,8,11
OVEYDA,3,8,11
ROSNERY,3,8,11
SOREIDA,3,8,11
SULAMITA,3,8,11
WALLACE,3,8,11
YANEIRA,3,8,11
YASMINE,3,8,11
YASMINIA,3,8,11
YESIL,3,8,11
ADAD,4,7,11
ADALMIRA,4,7,11
ADORA,4,7,11
ALECSI,4,7,11
ANABESI,4,7,11
ANTERO,4,7,11
ARGELY,4,7,11
ARZU,4,7,11
ASIRIA,4,7,11
ASTELIA,4,7,11
BELZASAR,4,7,11
BETHSAIDA,4,7,11
BETILIO,4,7,11
DIDILIA,4,7,11
ELENY,4,7,11
ELIAB,4,7,11
ELISSA,4,7,11
EROIDIA,4,7,11
EVANGELIO,4,7,11
FERTINANDO,4,7,11
FLORICELA,4,7,11
HITALO,4,7,11
IBELIS,4,7,11
ILIBERTO,4,7,11
ISLANDO,4,7,11
ISLENIA,4,7,11
JACIEL,4,7,11
JUVINA,4,7,11
JUVINALDO,4,7,11
KARINE,4,7,11
LEOLA,4,7,11
LIDIETTE,4,7,11
LOPEZ,4,7,11
MILADE,4,7,11
NILCE,4,7,11
OLIS,4,7,11
ORELINDA,4,7,11
ORTENSIA,4,7,11
RAUDILIO,4,7,11
RODIBER,4,7,11
RUBINA,4,7,11
STEFANY,4,7,11
SUCELY,4,7,11
TANA,4,7,11
TERESINA,4,7,11
VENERABLE,4,7,11
VESTALINA,4,7,11
YARMILA,4,7,11
ABIMILEC,5,6,11
ADOLFA,5,6,11
ALICIDA,5,6,11
ANGELY,5,6,11
ARLAN,5,6,11
CATALICIO,5,6,11
CHI,5,6,11
CLAIRE,5,6,11
DEDICACION,5,6,11
DELA,5,6,11
DIAN,5,6,11
DODANI,5,6,11
EDELIN,5,6,11
EDUBIN,5,6,11
EDUVIGEZ,5,6,11
ELIAZ,5,6,11
EMILDO,5,6,11
ESTEBINA,5,6,11
EUNISES,5,6,11
EXAEL,5,6,11
FRACISCO,5,6,11
GERMINA,5,6,11
GISELE,5,6,11
GRIMALDI,5,6,11
HELADIO,5,6,11
HONG,5,6,11
IBRAIN,5,6,11
IDELCY,5,6,11
INACIA,5,6,11
KARIME,5,6,11
LENAY,5,6,11
LEOMEDES,5,6,11
LIMY,5,6,11
LUCENA,5,6,11
MARDELY,5,6,11
MARIPSA,5,6,11
MERADIS,5,6,11
NADIEZDA,5,6,11
OTIS,5,6,11
PERCEBERANDA,5,6,11
PINEDA,5,6,11
RANDALL,5,6,11
ROSNEY,5,6,11
SAU,5,6,11
SEDY,5,6,11
SUITA,5,6,11
SUSELINDA,5,6,11
TANISLAO,5,6,11
URBELIA,5,6,11
UVERLINDA,5,6,11
ZULEYKA,5,6,11
ALAS,6,5,11
ANALDO,6,5,11
ANAYANSI,6,5,11
ARLINA,6,5,11
BEISY,6,5,11
BERNAL,6,5,11
CLAVEL,6,5,11
CONCHITA,6,5,11
DIOSSANA,6,5,11
DONILIO,6,5,11
ED,6,5,11
ELIZANDRA,6,5,11
ENIT,6,5,11
ERMOSINIA,6,5,11
EUBALDO,6,5,11
EXAUL,6,5,11
FIRMO,6,5,11
FREY,6,5,11
GEOFREDO,6,5,11
GERMANIA,6,5,11
GIBSON,6,5,11
GILLERMO,6,5,11
GRICELIDA,6,5,11
GUALTERINA,6,5,11
HASSAN,6,5,11
HUBALDO,6,5,11
ISFRAIN,6,5,11
LECTICIA,6,5,11
LEM,6,5,11
LEONORILDA,6,5,11
LUD,6,5,11
MARIA DEL CARME,6,5,11
MARILDA,6,5,11
MAYBEL,6,5,11
NASRI,6,5,11
NERING,6,5,11
ONEMIO,6,5,11
ONILSON,6,5,11
PHILLIP,6,5,11
RENBERTO,6,5,11
RODOLFINA,6,5,11
SOPHIA,6,5,11
TEOTISTA,6,5,11
TIMOTHY,6,5,11
UBERTINA,6,5,11
ULFRAN,6,5,11
VENITO,6,5,11
WUILIANS,6,5,11
ADREAN,7,4,11
AILYN,7,4,11
ALDINA,7,4,11
ANALDA,7,4,11
ANAMIAS,7,4,11
BEBERLY,7,4,11
BENSON,7,4,11
BERTY,7,4,11
CECUNDINA,7,4,11
CERBANDO,7,4,11
CHARLENE,7,4,11
CLEOFA,7,4,11
CRISTOFER,7,4,11
DARLINGTON,7,4,11
DIONILO,7,4,11
DUANY,7,4,11
DUNIO,7,4,11
EBEN,7,4,11
ENO,7,4,11
ERISTEO,7,4,11
EXEL,7,4,11
GRACIELO,7,4,11
GULNARA,7,4,11
HILDAURA,7,4,11
JOSEL,7,4,11
KAROLA,7,4,11
LICINIO,7,4,11
LIONICIA,7,4,11
MALEN,7,4,11
MARSHALL,7,4,11
MEI,7,4,11
MELSI,7,4,11
MENNA,7,4,11
MESAC,7,4,11
OBELIO,7,4,11
OFRECIANO,7,4,11
OLGUIN,7,4,11
OLINA,7,4,11
OPTACIANO,7,4,11
ORBELINO,7,4,11
RAINALDO,7,4,11
REYNER,7,4,11
RIGOBERTA,7,4,11
RONNEY,7,4,11
ROVELIO,7,4,11
RUDOLF,7,4,11
SESARIO,7,4,11
TANIS,7,4,11
TORCUATO,7,4,11
WALKER,7,4,11
YONSON,7,4,11
YRENE,7,4,11
ZOFIA,7,4,11
ABEN,8,3,11
ADENIA,8,3,11
ALMER,8,3,11
ARLEEN,8,3,11
ARLI,8,3,11
AVIDA,8,3,11
BERNAN,8,3,11
CACIMIRO,8,3,11
CARMENCITA,8,3,11
CLARITA,8,3,11
DAGMAR,8,3,11
DELITA,8,3,11
EMEL,8,3,11
ERICKSON,8,3,11
EVERSON,8,3,11
FELISCITA,8,3,11
FLORANGEL,8,3,11
FRANCK,8,3,11
HELADIA,8,3,11
HERMEREGILDA,8,3,11
INGNACIA,8,3,11
JONNATHAN,8,3,11
JULITA,8,3,11
JUNIO,8,3,11
KENDALL,8,3,11
LAURIE,8,3,11
LIANDRA,8,3,11
LINSAY,8,3,11
LIONOR,8,3,11
LUCILINDA,8,3,11
MAGDO,8,3,11
MAYNO,8,3,11
MEYBI,8,3,11
MORALES,8,3,11
NABAL,8,3,11
NELLIS,8,3,11
NESLI,8,3,11
RODUEL,8,3,11
ROSSE,8,3,11
RUBELINA,8,3,11
SABA,8,3,11
SAURA,8,3,11
SCARLETTE,8,3,11
SET,8,3,11
SHERLEY,8,3,11
SPURGEON,8,3,11
TEODOLO,8,3,11
VIANA,8,3,11
VILFREDO,8,3,11
WUILBER,8,3,11
YIMEN,8,3,11
ABIS,9,2,11
ALIAN,9,2,11
ANALIDIA,9,2,11
ANAMARIA,9,2,11
ANANDY,9,2,11
ANDRO,9,2,11
ARCANGELA,9,2,11
ARIZ,9,2,11
AUDIE,9,2,11
BARNEY,9,2,11
BERNER,9,2,11
CARDY,9,2,11
CERBELIO,9,2,11
CLEYMER,9,2,11
DARNEL,9,2,11
DELBA,9,2,11
DELLY,9,2,11
DENVER,9,2,11
DERBY,9,2,11
DEYMI,9,2,11
DILZA,9,2,11
DIOVIGILDO,9,2,11
EDERMINDA,9,2,11
ELVITA,9,2,11
EMELYN,9,2,11
ERME,9,2,11
ILBERTO,9,2,11
INECILIA,9,2,11
JANNE,9,2,11
JESUCITA,9,2,11
KELLIN,9,2,11
KURT,9,2,11
LENNIS,9,2,11
LIBBY,9,2,11
LINDY,9,2,11
LISSA,9,2,11
LUCIS,9,2,11
MAZIE,9,2,11
MERCIA,9,2,11
MERENCIANO,9,2,11
MUNDO,9,2,11
OLMAR,9,2,11
OSMA,9,2,11
OZNI,9,2,11
PAULETTE,9,2,11
PINA,9,2,11
PULQUERIA,9,2,11
RAQUELA,9,2,11
ROSER,9,2,11
SECILIO,9,2,11
TAUFIK,9,2,11
TILA,9,2,11
TIODORO,9,2,11
WILFRIDA,9,2,11
WUENSESLAO,9,2,11
YAMY,9,2,11
YENITH,9,2,11
ALVER,10,1,11
BRADIS,10,1,11
BREDIS,10,1,11
BRICIO,10,1,11
CALISTA,10,1,11
DARLI,10,1,11
DARVIS,10,1,11
DELSSY,10,1,11
DEYNIS,10,1,11
ELDON,10,1,11
EMELITINA,10,1,11
ENNIS,10,1,11
FREDVINDO,10,1,11
GALDIS,10,1,11
GASTON,10,1,11
GESSLER,10,1,11
HENNRY,10,1,11
HERMI,10,1,11
ILDE,10,1,11
ILSIAS,10,1,11
IVA,10,1,11
JIAN,10,1,11
KATI,10,1,11
LEDWIN,10,1,11
LESKIA,10,1,11
LIRIDA,10,1,11
LYNDA,10,1,11
MAILA,10,1,11
MARTTA,10,1,11
MEILIN,10,1,11
MERCIS,10,1,11
MERIAN,10,1,11
NERVIN,10,1,11
NONA,10,1,11
OLFA,10,1,11
OLVIS,10,1,11
ORLA,10,1,11
RANULFA,10,1,11
REGNER,10,1,11
RIMEN,10,1,11
ROLDIN,10,1,11
ROYER,10,1,11
SAMERIA,10,1,11
SILVIN,10,1,11
SUAD,10,1,11
VASTI,10,1,11
WUALTHER,10,1,11
YASMY,10,1,11
YENNIFER,10,1,11
YONNI,10,1,11
ARBIN,11,0,11
CHISTIAN,11,0,11
DANLY,11,0,11
DEBRA,11,0,11
DEIVY,11,0,11
DELFY,11,0,11
DENCIL,11,0,11
EBRIN,11,0,11
EGLIS,11,0,11
ERDWIN,11,0,11
ETLIN,11,0,11
EXY,11,0,11
FRANGEL,11,0,11
FREDDIE,11,0,11
GALDYS,11,0,11
GELMAN,11,0,11
GERRY,11,0,11
GIANNI,11,0,11
GILLIAM,11,0,11
GREVIN,11,0,11
GREYSY,11,0,11
HILDE,11,0,11
HIMER,11,0,11
JERVIN,11,0,11
JONHY,11,0,11
KATLIN,11,0,11
KEISY,11,0,11
LANA,11,0,11
LEDBY,11,0,11
LENDI,11,0,11
LICZA,11,0,11
LIXI,11,0,11
LURDEN,11,0,11
MABY,11,0,11
MARBA,11,0,11
NERSY,11,0,11
NESY,11,0,11
NILS,11,0,11
NORLA,11,0,11
NULVIO,11,0,11
ORVIL,11,0,11
OSNY,11,0,11
OSVAL,11,0,11
REGAN,11,0,11
ROSNI,11,0,11
SAIRY,11,0,11
SARIA,11,0,11
SAYDY,11,0,11
SENDI,11,0,11
SONI,11,0,11
WANDY,11,0,11
WILSO,11,0,11
WOLFRAN,11,0,11
YASMI,11,0,11
YEISY,11,0,11
YENDA,11,0,11
YORVIN,11,0,11
ALCANGEL,0,10,10
ANAYANCY,0,10,10
ANTIPORTAN,0,10,10
BLAS ANTONIO,0,10,10
CARACCIOLI,0,10,10
CRISOSTOMA,0,10,10
DEL CAMEN,0,10,10
DESSIREE,0,10,10
EVIDIO,0,10,10
FAY,0,10,10
GEANETTE,0,10,10
IOVANI,0,10,10
IVETTH,0,10,10
JAKELY,0,10,10
JHOVANNY,0,10,10
JISSELL,0,10,10
JOSMARY,0,10,10
LELICIA,0,10,10
LISEP,0,10,10
LY,0,10,10
RAMON ANTONIO,0,10,10
SANTOS ANGEL,0,10,10
YAMILITH,0,10,10
ABDALI,1,9,10
ALESANDER,1,9,10
ALPIDIO,1,9,10
AMET,1,9,10
ARGELIS,1,9,10
ARISTIDE,1,9,10
AUGUSTUS,1,9,10
DANESA,1,9,10
ELISENA,1,9,10
ERPIDIO,1,9,10
ESTILIO,1,9,10
EUDULIO,1,9,10
GONZALES,1,9,10
HIVAN,1,9,10
I,1,9,10
JOHELY,1,9,10
JORGE ALBERTO,1,9,10
JUBINY,1,9,10
JUDHIT,1,9,10
LADIMIR,1,9,10
LETHICIA,1,9,10
LINDEYSI,1,9,10
LUIS ANTONIO,1,9,10
MACARENA,1,9,10
MARELIA,1,9,10
MARILENE,1,9,10
MIREIDA,1,9,10
NEOMI,1,9,10
NICOL,1,9,10
NORTIER,1,9,10
ROMEY,1,9,10
SARID,1,9,10
STEPHANY,1,9,10
SUGUEY,1,9,10
SUHEY,1,9,10
VALEZCA,1,9,10
YARED,1,9,10
YEOVANNY,1,9,10
YOELI,1,9,10
YOHEL,1,9,10
YOSENIA,1,9,10
ALBRI,2,8,10
ALCIDIA,2,8,10
ALMINA,2,8,10
ARABELY,2,8,10
ARACELLY,2,8,10
ARISEL,2,8,10
BENERALDA,2,8,10
CALASANS,2,8,10
CLODOALDO,2,8,10
DANIDIA,2,8,10
DIDERICO,2,8,10
ELBEDA,2,8,10
ELISE,2,8,10
ELIZARDA,2,8,10
ENOT,2,8,10
EVENIS,2,8,10
F,2,8,10
FELIZA,2,8,10
GAHERY,2,8,10
GIZELA,2,8,10
GLADELINA,2,8,10
HABACUC,2,8,10
HERMINDO,2,8,10
JONEY,2,8,10
KORINA,2,8,10
LORRAINE,2,8,10
MARELL,2,8,10
MARIBELIA,2,8,10
MARUBENIA,2,8,10
MARYCELA,2,8,10
MAYTHE,2,8,10
MERADY,2,8,10
ODILCIA,2,8,10
ODULIO,2,8,10
ONDINO,2,8,10
ONORINA,2,8,10
ONORIS,2,8,10
ORICELA,2,8,10
OSMARI,2,8,10
OVANY,2,8,10
QUILINA,2,8,10
RONALDY,2,8,10
SALEM,2,8,10
SILENY,2,8,10
VENESSA,2,8,10
ADONIE,3,7,10
ALMIDA,3,7,10
ALVIDIO,3,7,10
ANETH,3,7,10
ARIBEL,3,7,10
ARLINDO,3,7,10
ARQUIMIDEZ,3,7,10
BERLINA,3,7,10
BERTONY,3,7,10
CAPIS,3,7,10
CENELIA,3,7,10
CLINIO,3,7,10
CRISELIA,3,7,10
DANIBETH,3,7,10
DANIRIA,3,7,10
DELMINA,3,7,10
EBARISTA,3,7,10
EDILSIA,3,7,10
EDIXON,3,7,10
EDUVIGUES,3,7,10
EDWINA,3,7,10
ELCIDIA,3,7,10
EMILETH,3,7,10
ERASMINIO,3,7,10
ERODIA,3,7,10
ERSELI,3,7,10
ESTERLIN,3,7,10
EVETH,3,7,10
GETZABEL,3,7,10
GLORIVEL,3,7,10
GUISEL,3,7,10
IDELCI,3,7,10
IDULFIDO,3,7,10
ISBELIA,3,7,10
JETZABEL,3,7,10
JHOAN,3,7,10
JOSELA,3,7,10
JOSELINDA,3,7,10
KARLENY,3,7,10
KIM,3,7,10
LAN,3,7,10
LEONIDA,3,7,10
LICELDA,3,7,10
MACDONAL,3,7,10
MAR,3,7,10
MARIT,3,7,10
MARJORY,3,7,10
MIRELI,3,7,10
MIROSLABA,3,7,10
OBAL,3,7,10
OCIRIS,3,7,10
ORBELIO,3,7,10
OSIRY,3,7,10
OSMEDA,3,7,10
RAMON DE JESUS,3,7,10
ROMANY,3,7,10
ROMELINA,3,7,10
SALEH,3,7,10
SINAHI,3,7,10
SORINA,3,7,10
UBANIA,3,7,10
YAMILI,3,7,10
YERMAIN,3,7,10
YESMINA,3,7,10
YOGENI,3,7,10
ABDILIO,4,6,10
AGRICELDA,4,6,10
ALDEMAR,4,6,10
ALESIS,4,6,10
ALISANDRO,4,6,10
ALMEIDA,4,6,10
ANALID,4,6,10
ANSONY,4,6,10
ARALDO,4,6,10
BARI,4,6,10
BENERANDO,4,6,10
BILA,4,6,10
CENEYDA,4,6,10
CLARITINA,4,6,10
DANNE,4,6,10
DELUVINA,4,6,10
EDELVIN,4,6,10
EDELY,4,6,10
EDILCIO,4,6,10
EDILTRUDES,4,6,10
EGLANTINA,4,6,10
ELEDUVINA,4,6,10
ELUVIA,4,6,10
EMELITA,4,6,10
ENOHE,4,6,10
ERIVERTO,4,6,10
ESMELITA,4,6,10
ETHELINDA,4,6,10
EVENIA,4,6,10
EXABEL,4,6,10
EXENORA,4,6,10
FELIPA DE JESUS,4,6,10
GIOMAR,4,6,10
GRADELY,4,6,10
HEMERSON,4,6,10
HIDALMA,4,6,10
HISELA,4,6,10
HOMAN,4,6,10
IVELIS,4,6,10
JASSER,4,6,10
JHOJANA,4,6,10
JOSETTE,4,6,10
JUAN BAUTISTA,4,6,10
JUANA DE DIOS,4,6,10
KATRINA,4,6,10
LESENIA,4,6,10
LORINDA,4,6,10
LUCILLA,4,6,10
MADELYN,4,6,10
MADILIA,4,6,10
MADONIO,4,6,10
MARIA ESPERANZA,4,6,10
MARIEZA,4,6,10
MARITZELA,4,6,10
MARLINDA,4,6,10
MARQUEZ,4,6,10
MIRARI,4,6,10
MORAN,4,6,10
NEPTINA,4,6,10
NUESTRA,4,6,10
ODILE,4,6,10
ODILMER,4,6,10
ORTENCIO,4,6,10
OVERDAN,4,6,10
PRAXEDIS,4,6,10
ROSA MARIA,4,6,10
SMELYN,4,6,10
STANFORD,4,6,10
TELVA,4,6,10
URSINO,4,6,10
VENERANDO,4,6,10
VERCELY,4,6,10
WHITNEY,4,6,10
YI,4,6,10
ZADY,4,6,10
ADOLINA,5,5,10
ALDIFONZO,5,5,10
AMARO,5,5,10
ANDELINA,5,5,10
ARMIRIO,5,5,10
AROL,5,5,10
ASENAIDA,5,5,10
AURESTELA,5,5,10
BELIZA,5,5,10
BERSAVE,5,5,10
CONSE,5,5,10
DANAE,5,5,10
DARIN,5,5,10
DISENIA,5,5,10
EDINALDO,5,5,10
EFREEN,5,5,10
ELEJANDRO,5,5,10
ELEMENA,5,5,10
ELSIDIA,5,5,10
EMELANIA,5,5,10
EMILZON,5,5,10
EUDULIA,5,5,10
FERN,5,5,10
HABRAHAM,5,5,10
HERACLITO,5,5,10
HIMELDA,5,5,10
ILENE,5,5,10
ISAELA,5,5,10
JOAB,5,5,10
JONE,5,5,10
JOSEF,5,5,10
LEAVIN,5,5,10
LEUTERIA,5,5,10
LILEANA,5,5,10
LUVINIA,5,5,10
LYLA,5,5,10
MARELINA,5,5,10
MARTIRIS,5,5,10
MAXWELL,5,5,10
MIGUELITA,5,5,10
MILLER,5,5,10
NORBELIZA,5,5,10
ORESTER,5,5,10
ORLINTEN,5,5,10
PLANTILA,5,5,10
PONCIANA,5,5,10
QIANG,5,5,10
QUILTER,5,5,10
RAMBERTO,5,5,10
REYNAN,5,5,10
REYNOLD,5,5,10
ROMERI,5,5,10
ROVEL,5,5,10
RUFILIA,5,5,10
RUMILDO,5,5,10
SAADI,5,5,10
SADICK,5,5,10
SOREYDA,5,5,10
TRINE,5,5,10
ZONIDIA,5,5,10
ACELA,6,4,10
ADAL,6,4,10
AGUSTINO,6,4,10
ALEJA,6,4,10
AMERIDA,6,4,10
ARISTIDA,6,4,10
ARMINA,6,4,10
ASISCLA,6,4,10
AVELIO,6,4,10
BELISSA,6,4,10
BENINGNO,6,4,10
BONERJE,6,4,10
CLARK,6,4,10
CONCEPCCION,6,4,10
CRISTINIANO,6,4,10
DWIGHT,6,4,10
ELIBORIA,6,4,10
ELITH,6,4,10
ELIVERIO,6,4,10
ENOX,6,4,10
ERCILDA,6,4,10
ESMERALDINA,6,4,10
EUCARIA,6,4,10
FLORIDELMA,6,4,10
FRANCISBEL,6,4,10
GILLERMINA,6,4,10
GIUSEPPE,6,4,10
GUILLERMINO,6,4,10
HOLMES,6,4,10
HUBENCE,6,4,10
JUDI,6,4,10
LELIX,6,4,10
LEVID,6,4,10
LINEY,6,4,10
MAILYN,6,4,10
MARYLYN,6,4,10
MARYN,6,4,10
MILER,6,4,10
MIZRAIN,6,4,10
NATIVIDA,6,4,10
NERIY,6,4,10
NOEMIA,6,4,10
OCTAVINA,6,4,10
REMY,6,4,10
ROCELIA,6,4,10
RODIMIRA,6,4,10
SELY,6,4,10
SHAKIRA,6,4,10
SURIEL,6,4,10
URZULA,6,4,10
VENITA,6,4,10
VICIA,6,4,10
YIN,6,4,10
ZADIK,6,4,10
ZELDA,6,4,10
ZULEIKA,6,4,10
ADAMINA,7,3,10
ANIANO,7,3,10
ARLIE,7,3,10
ASLEY,7,3,10
ASSENCION,7,3,10
AYDELINA,7,3,10
BELMER,7,3,10
BERTHILIA,7,3,10
BEYRAN,7,3,10
BONIFASIO,7,3,10
BURKE,7,3,10
CACIANO,7,3,10
DEY,7,3,10
DUMAN,7,3,10
DURWIN,7,3,10
EDDAS,7,3,10
EDILTRUDIZ,7,3,10
EDUINA,7,3,10
EDYT,7,3,10
FIDADELFO,7,3,10
GERTRUDEZ,7,3,10
GREGOLINA,7,3,10
HARRIET,7,3,10
IDELMA,7,3,10
IFRAHIN,7,3,10
KENNET,7,3,10
KERIM,7,3,10
LIONARDA,7,3,10
LISY,7,3,10
LORENIA,7,3,10
MAGNOR,7,3,10
MARSELINA,7,3,10
MARX,7,3,10
MAYLOR,7,3,10
MELESIA,7,3,10
MERLYS,7,3,10
MILEYBI,7,3,10
NEILY,7,3,10
NEYLI,7,3,10
NINIVE,7,3,10
OVILDA,7,3,10
PRISCILO,7,3,10
PUBLIO,7,3,10
ROVINSON,7,3,10
RUBILA,7,3,10
SALIA,7,3,10
SAM,7,3,10
UBENCIA,7,3,10
VACILIO,7,3,10
WINDY,7,3,10
WINSON,7,3,10
WUILIAM,7,3,10
YAMELI,7,3,10
AURELEANO,8,2,10
AZARIAS,8,2,10
BELIZ,8,2,10
BELSI,8,2,10
BILDAD,8,2,10
BINDA,8,2,10
BLANCO,8,2,10
CAROLE,8,2,10
CERLIN,8,2,10
CHARLIN,8,2,10
CIXTO,8,2,10
CLARABEL,8,2,10
DANCY,8,2,10
DEBBY,8,2,10
DOLIS,8,2,10
DOMNINA,8,2,10
DURVIN,8,2,10
EINAR,8,2,10
EMYL,8,2,10
ERSON,8,2,10
FAMELICIA,8,2,10
FRANY,8,2,10
GELY,8,2,10
GOLDIE,8,2,10
HARLON,8,2,10
HELMUTH,8,2,10
HERMEL,8,2,10
ILCIAS,8,2,10
ILDUVINIA,8,2,10
JOCTAN,8,2,10
JOSE DEL CARMEN,8,2,10
KIRBY,8,2,10
LEIBIS,8,2,10
LEONTE,8,2,10
LETHY,8,2,10
LISIS,8,2,10
LURIAN,8,2,10
MARBIL,8,2,10
MARIA NATIVIDAD,8,2,10
NEYSA,8,2,10
ORIETTA,8,2,10
ROSALIDA,8,2,10
ROSELBIA,8,2,10
ROSLIN,8,2,10
RUFO,8,2,10
SATIEL,8,2,10
SIHAM,8,2,10
SULI,8,2,10
TINO,8,2,10
ZAHIRA,8,2,10
AGNA,9,1,10
BARSABAS,9,1,10
CHRIS,9,1,10
CONY,9,1,10
DALCY,9,1,10
DANYA,9,1,10
DARLIS,9,1,10
DAYLE,9,1,10
DEMIA,9,1,10
DENIX,9,1,10
DILMAR,9,1,10
